MS3_id	uniprot_id	gene_name_species	sp_ident	sp_sim	sp_cov	sman_id	sman_ident	sman_simil	sman_cov	sjap_id	sjap_ident	sjap_simil	sjap_cov	opvi_id	opvi_ident	opvi_simil	opvi_cov	closi_id	closi_ident	closi_simil	closi_cov	fahe_id	fahe_ident	fahe_simil	fahe_cov	male_tpm	female_tpm	cel_id	cel_ident	cel_simil	cel_cov	dmel_id	dmel_ident	dmel_simil	dmel_cov	mus_id	mus_ident	mus_simil	mus_cov	hsa_id	hsa_ident	hsa_simil	hsa_lower_75_qtl	hsa_cov	cel_leth	dmel_leth	mus_leth	chokepoint
MS3_11473						Smp_066290.1	15.7	16.8	1	Sjp_0038450	5.8	7.1	0.980695	T265_00630	2.5	4.1	0.92278	csin111297	3.4	5.3	0.895753	D915_09345	12.2	18.7	0.92278	23.78	7.91																					FALSE
MS3_11472	Q6DGQ0	SPT4H_DANRE	56.8	78.8	0.991453	Smp_012530.1	100.0	100.0	1	Sjp_0050180	86.4	88.6	1	T265_06123	88.9	94.0	1	csin101255	88.9	94.0	1					38.56	28.00	F54C4.2	48.4	69.7	0.982906	FBpp0086953	49.6	77.8	0.991453	ENSMUSP00000091487.5	55.1	79.7	0.991453	ENSP00000225504.3	55.1	79.7	FALSE	0.991453		FBpp0086953	ENSMUSP00000091487.5	FALSE
MS3_11471						Smp_125190.1	56.2	63.5	1																	2.52	6.31																					FALSE
MS3_11470	Q17R01	FXL14_BOVIN	17.9	28.5	0.839161	Smp_029210.1	54.5	56.3	1	Sjp_0040220	46.6	53.0	0.996503					csin109855	27.4	37.2	0.940559	D915_11956	43.0	58.8	0.954545	25.36	29.60	C02F5.7a	16.6	27.3	0.923077	FBpp0071835	13.6	21.9	0.818182	ENSMUSP00000032094.5	17.9	28.5	0.839161	ENSP00000344855.3	16.9	28.4	TRUE	0.846154				FALSE
MS3_11469	A4FUI1	CCD58_BOVIN	28.1	46.4	0.933824	Smp_169340.1	79.5	85.4	1	Sjp_0065340	48.5	56.6	0.691176									D915_14070	45.2	61.8	0.948529	34.10	35.49					FBpp0074649	27.7	41.2	0.911765	ENSMUSP00000097520.4	29.4	51.0	0.933824	ENSP00000418810.1	28.0	48.0	FALSE	0.933824				FALSE
MS3_11468	Q6P338	CX056_XENTR	24.8	33.0	0.933333	Smp_007380.1	44.3	45.0	1	Sjp_0113220	42.1	42.4	1	T265_15146	32.2	34.7	1	csin101049	38.8	41.9	1	D915_02099	38.2	42.9	1	190.15	175.74	Y66D12A.8a	19.0	27.4	0.933333	FBpp0080117	20.9	30.6	0.908333	ENSMUSP00000040134.5	24.8	33.0	0.933333	ENSP00000441786.1	21.3	28.7	TRUE	0.816667				FALSE
MS3_11467						Smp_128930.1	4.7	5.1	1	Sjp_0086140	6.7	7.7	1	T265_11632	1.9	3.5	0.967033	csin110638	1.6	2.6	0.934066	D915_09547	3.9	6.8	0.945055	4.02	0.00																					FALSE
MS3_11466	Q8TC12	RDH11_HUMAN	27.6	42.8	0.914815	Smp_078600.1	77.3	80.1	1	Sjp_0083640	15.6	24.1	0.9	T265_03838	34.3	47.6	0.988889	csin107615	33.0	45.0	0.992593	D915_06486	39.7	53.7	0.985185	55.42	79.49	Y60A3A.10	17.6	28.9	0.822222	FBpp0087997	28.5	41.6	0.885185	ENSMUSP00000082352.6	28.4	45.4	0.911111	ENSP00000370750.4	27.6	42.8	TRUE	0.914815				FALSE
MS3_11465																										0.00	1.87																					FALSE
MS3_11464	Q80Y17	L2GL1_MOUSE	4.8	8.1	0.950617					Sjp_0012060	7.3	8.8	0.895062	T265_02233	4.3	6.3	1	csin103805	3.9	5.7	0.944444	D915_00749	22.8	31.2	0.95679	93.78	19.05					FBpp0077824	3.9	6.4	0.845679	ENSMUSP00000060749.3	4.7	7.9	0.950617	ENSP00000321537.4	4.7	7.8	TRUE	0.950617		FBpp0077824	ENSMUSP00000060749.3	FALSE
MS3_11463						Smp_183870.1	39.1	40.6	1																	0.00	0.00																					FALSE
MS3_11459						Smp_125730.1	24.4	25.3	1	Sjp_0038220	45.9	53.8	0.946524													80.95	8.92																					FALSE
MS3_11458						Smp_123100.1	66.7	76.9	1																	0.00	0.00																					FALSE
MS3_11457	Q6P1L6	ZN343_HUMAN	5.4	7.9	0.913043	Smp_012690.1	45.0	45.5	0.904348	Sjp_0022520	23.1	31.4	0.713043	T265_06231	41.2	46.6	1	csin104141	10.4	15.8	0.886957	D915_08608	4.5	6.9	0.808696	88.45	111.89	K11D2.4c	7.7	12.4	0.843478	FBpp0078231	3.7	5.6	0.843478	ENSMUSP00000105737.2	5.2	6.8	0.982609	ENSP00000278772.4	5.4	7.9	TRUE	0.913043		FBpp0078231		FALSE
MS3_11455	Q9WUP7	UCHL5_MOUSE	36.1	50.0	0.995708	Smp_083200.2	69.0	70.2	1	Sjp_0060830	66.8	69.6	1	T265_10764	14.0	21.7	0.978541	csin100816	14.0	16.6	0.815451	D915_13204	61.4	71.6	1	91.14	110.54	C08B11.7	34.5	48.3	0.982833	FBpp0076200	36.2	50.0	0.991416	ENSMUSP00000018333.7	36.2	50.2	0.995708	ENSP00000356424.1	36.1	50.0	FALSE	0.991416	C08B11.7	FBpp0076200	ENSMUSP00000018333.7	FALSE
MS3_11454	Q32PD0	FCF1_BOVIN	59.3	73.9	0.994949	Smp_083180.2	97.0	99.0	1	Sjp_0060840	93.4	96.5	1	T265_13983	83.9	91.5	0.994949	csin112183	13.9	24.5	0.712121	D915_04094	51.8	56.3	0.621212	90.40	186.11	F30A10.9	53.2	73.1	0.974747	FBpp0079470	50.5	67.6	0.979798	ENSMUSP00000021669.8	58.3	73.4	0.994949	ENSP00000344393.4	59.3	73.9	FALSE	0.994949	F30A10.9	FBpp0079470		TRUE
MS3_11453						Smp_063190.1	25.1	25.1	1	Sjp_0050850	15.9	17.3	1	T265_05750	4.9	7.1	1	csin104835	4.9	7.1	1	D915_03762	6.3	8.3	1	0.00	0.00																					FALSE
MS3_11452						Smp_124340.1	21.8	23.4	0.947867	Sjp_0028590	16.7	21.4	0.919431	T265_13916	5.2	8.0	0.450237	csin106000	6.4	9.5	0.554502	D915_06053	25.8	44.2	0.895735	0.00	0.00	C08B11.4	6.5	11.0	0.957346														C08B11.4			FALSE
MS3_11451	Q9UIJ5	ZDHC2_HUMAN	16.3	22.6	0.9	Smp_074930.1	39.2	41.0	1	Sjp_0072840	85.0	92.1	1	T265_01164	14.5	19.4	0.957143	csin109979	23.2	37.7	0.957143	D915_13015	18.8	22.9	0.757143	51.48	46.86	ZK757.4d	14.8	20.5	0.971429	FBpp0087521	16.8	25.1	0.992857	ENSMUSP00000086900.3	16.5	23.5	0.95	ENSP00000262096.8	16.3	22.6	TRUE	0.9		FBpp0087521		FALSE
MS3_11450						Smp_120620.1	39.7	43.8	0.993333	Sjp_0022090	25.9	31.4	0.7	T265_08498	11.8	17.7	0.916667	csin102299	16.5	22.1	0.793333	D915_01187	18.4	26.5	0.91	2.77	0.00	K02F2.6	11.0	18.9	0.846667														K02F2.6			FALSE
MS3_11449						Smp_154440.1	5.1	5.2	1					T265_04024	11.7	17.3	0.966102	csin107244	4.5	6.8	0.971751	D915_01699	10.6	14.8	0.858757	0.26	0.00																					FALSE
MS3_11448						Smp_140490.1	12.3	13.9	0.986301	Sjp_0030470	7.9	10.6	0.958904													25.26	3.20																					FALSE
MS3_11447	Q5Q995	KTAP2_IXOSC	31.1	47.4	1	Smp_100140.1	67.4	68.9	1	Sjp_0012940	59.1	65.2	1	T265_10720	34.1	47.7	1	csin111063	23.6	32.1	0.875	D915_16014	43.0	57.0	1	97.49	161.19					FBpp0081362	25.5	43.3	1	ENSMUSP00000043540.6	30.9	47.8	1	ENSP00000295682.4	25.9	40.1	TRUE	1		FBpp0081362		FALSE
MS3_11446	P17208	PO4F1_MOUSE	28.9	35.2	0.845018	Smp_009040.1	36.7	37.6	1	Sjp_0130780	25.7	31.4	0.789668	T265_00824	21.2	24.3	0.929889	csin101336	20.8	24.2	0.922509	D915_00195	22.8	26.3	0.95941	10.21	0.45	C30A5.7a	37.4	47.1	0.819188	FBpp0293722	39.4	50.5	0.929889	ENSMUSP00000060798.7	28.9	35.2	0.845018	ENSP00000366413.4	29.1	35.6	TRUE	0.845018		FBpp0293722	ENSMUSP00000060798.7	FALSE
MS3_11445						Smp_180290.1	16.3	19.2	0.948718	Sjp_0078200	21.7	27.5	0.979487													0.00	0.00																					FALSE
MS3_11444						Smp_204020.1	51.2	53.2	1	Sjp_0095500	45.7	48.2	0.894009					csin100044	26.4	39.8	0.995392	D915_06722	25.5	35.7	0.986175	0.00	0.00																					FALSE
MS3_11443	Q6AYB5	SRP54_RAT	33.4	37.4	0.990431	Smp_059540.1	38.3	38.3	0.990431	Sjp_0101800	10.4	21.4	0.92823	T265_07735	36.5	38.7	0.990431	csin104158	36.5	38.7	0.990431	D915_13931	91.5	94.8	0.990431	35.99	32.75	F21D5.7	29.3	34.7	0.990431	FBpp0076872	31.6	35.9	0.990431	ENSMUSP00000021407.10	33.2	37.4	0.990431	ENSP00000216774.6	33.2	37.4	TRUE	0.990431	F21D5.7	FBpp0076872		FALSE
MS3_11442						Smp_159900.1	2.2	3.1	0.921053																	8.47	0.81																					FALSE
MS3_11441						Smp_078610.1	13.8	14.1	1	Sjp_0075490	36.4	41.9	1	T265_08601	2.5	3.3	0.852941	csin112539	3.0	4.2	0.852941					61.56	36.09																					FALSE
MS3_11440						Smp_170410.1	18.4	22.4	0.857143	Sjp_0008160	14.6	17.2	0.731092													0.00	26.42																					FALSE
MS3_11439						Smp_056930.1	12.7	12.9	1	Sjp_0019550	8.3	9.1	0.975309	T265_12618	3.2	4.1	0.954733	csin110200	3.0	3.8	0.91358					8.53	3.74																					FALSE
MS3_11438						Smp_076460.1	67.0	78.3	0.981132	Sjp_0115860	10.0	13.8	0.990566					csin105148	9.3	14.7	0.886792					0.00	0.00																					FALSE
MS3_11437	A2AVZ9	S43A3_MOUSE	9.3	15.3	0.987654	Smp_169090.1	36.6	38.4	1	Sjp_0028910	27.9	30.7	1	T265_13113	16.4	22.8	0.95679	csin102868	16.0	23.4	0.969136	D915_04418	16.1	23.7	1	5.55	13.73									ENSMUSP00000088227.5	9.3	15.3	0.987654	ENSP00000337561.1	8.9	16.0	TRUE	0.981481				FALSE
MS3_11436	P25792	CYSP_SCHMA	19.7	20.9	1	Smp_103610.1	20.0	20.9	1	Sjp_0089450	11.2	13.2	1	T265_05693	11.6	15.9	1	csin102669	11.0	15.9	1	D915_09269	18.2	23.6	1	839.46	5889.79	C25B8.3c	9.7	12.7	0.987179	FBpp0073669	7.6	10.1	0.653846	ENSMUSP00000006235.7	6.1	10.2	0.717949	ENSP00000342070.3	6.8	12.5	TRUE	0.846154		FBpp0073669		FALSE
MS3_11435						Smp_155930.1	90.0	93.3	1					T265_13246	39.6	52.7	0.94186	csin108525	30.9	46.8	0.825581					6.89	6.11																					FALSE
MS3_11434	Q8NDM7	CFA43_HUMAN	4.2	6.8	0.908602	Smp_126970.1	9.4	9.8	0.973118	Sjp_0089410	10.6	11.9	1	T265_12647	6.0	7.6	1	csin101335	8.4	10.6	1	D915_00192	55.9	67.3	0.967742	0.45	1.14					FBpp0075574	3.3	6.0	0.919355	ENSMUSP00000125007.1	4.4	7.2	0.956989	ENSP00000391364.1	7.0	11.3	TRUE	0.908602				FALSE
MS3_11433						Smp_130760.1	14.7	15.3	1					T265_03025	4.3	6.8	0.905028									0.00	0.06																					FALSE
MS3_11432	P53471	ACT2_SCHMA	89.1	89.1	1	Smp_046600.1	85.6	88.3	1	Sjp_0042620	86.2	88.0	1	T265_15320	88.0	88.8	1	csin110323	87.5	88.6	1	D915_06262	88.3	88.8	1	0.00	9.75	M03F4.2a	86.4	88.6	1	FBpp0070787	86.7	88.3	1	ENSMUSP00000071486.6	87.5	88.5	1	ENSP00000331514.2	87.5	88.5	FALSE	1		FBpp0070787	ENSMUSP00000071486.6	FALSE
MS3_11431	Q01082	SPTB2_HUMAN	2.7	4.2	0.914692	Smp_128930.1	11.6	11.7	0.985782	Sjp_0086140	16.2	17.6	0.995261	T265_11632	7.8	10.5	0.995261	csin101248	12.0	16.5	0.933649	D915_06599	14.2	19.7	0.947867	25.10	0.90	K11C4.3b	2.6	4.0	0.862559	FBpp0089204	1.7	2.8	0.943128	ENSMUSP00000006629.7	2.9	4.6	0.933649	ENSP00000349259.4	2.7	4.2	TRUE	0.914692		FBpp0089204	ENSMUSP00000006629.7	FALSE
MS3_11430	Q9DDN6	NPY2R_CHICK	13.4	23.0	0.904523	Smp_007070.1	38.5	38.5	0.778894	Sjp_0135000	25.3	30.0	0.688442	T265_05432	9.3	13.1	0.743719	csin101229	14.6	22.3	0.944724	D915_05685	7.9	12.9	0.798995	7.26	0.00									ENSMUSP00000029633.4	12.8	22.5	0.879397	ENSP00000332591.3	13.1	22.5	TRUE	0.879397				FALSE
MS3_11429	O01802	RL7_CAEEL	24.8	32.7	0.921875	Smp_101450.1	47.6	50.0	1	Sjp_0080800	41.5	46.2	1	T265_01644	30.4	38.8	1	csin110247	23.1	27.7	0.773438	D915_12959	32.7	42.1	1	740.84	1267.34	F53G12.10	24.8	32.7	0.921875	FBpp0079536	24.2	31.2	0.96875	ENSMUSP00000071616.6	23.3	30.7	1	ENSP00000401300.1	41.1	53.5	FALSE	0.679688	F53G12.10	FBpp0079536		TRUE
MS3_11428	P12812	P40_SCHMA	63.3	64.7	1	Smp_049300.3	65.5	65.8	1	Sjp_0021240	49.3	57.6	1	T265_00573	25.4	36.1	0.970085	csin106415	25.4	36.3	0.970085	D915_03246	23.6	33.0	0.970085	4507.21	950.34	C09B8.6a	10.0	16.3	0.440171	FBpp0297990	13.5	23.0	0.487179	ENSMUSP00000019192.5	11.5	19.5	0.5	ENSP00000291554.2	12.0	20.3	TRUE	0.495726		FBpp0297990		FALSE
MS3_11427						Smp_128790.1	21.6	22.2	1					T265_08093	7.9	11.7	0.808725	csin104795	8.0	11.9	0.815436	D915_05301	9.0	12.1	0.802013	17.70	3.28																					FALSE
MS3_11426										Sjp_0119070	45.8	47.7	0.97076	T265_12180	21.1	26.6	0.982456	csin100276	8.1	10.3	0.982456					401.80	307.45																					FALSE
MS3_11425						Smp_161820.1	54.4	57.7	1					T265_00709	27.7	39.5	1					D915_09203	28.6	42.9	1	32.67	120.03																					FALSE
MS3_11424	O00418	EF2K_HUMAN	10.2	13.5	0.987179	Smp_072980.1	17.6	18.0	1	Sjp_0087030	14.4	16.3	0.99359	T265_04893	9.4	11.1	0.967949	csin105427	9.3	11.0	0.967949	D915_10966	9.7	11.9	0.99359	58.22	128.64	F42A10.4a	8.8	13.7	0.967949					ENSMUSP00000046595.8	9.5	12.4	0.942308	ENSP00000263026.5	10.2	13.5	TRUE	0.987179				FALSE
MS3_11423						Smp_190190.1	75.8	78.8	1																	8.14	1.89																					FALSE
MS3_11422	Q29NT9	GNPI_DROPS	23.4	28.5	1	Smp_091850.1	48.1	49.7	1	Sjp_0096790	42.6	45.7	1	T265_01135	25.7	30.3	1	csin104259	25.4	29.1	1					145.99	55.93	T03F6.3	23.6	30.0	1	FBpp0297904	23.2	28.7	1	ENSMUSP00000031117.6	22.5	27.9	1	ENSP00000295448.3	22.5	27.9	TRUE	1				FALSE
MS3_11421	Q566T0	EED_DANRE	11.8	18.6	0.769608	Smp_165220.1	37.8	38.6	0.995098	Sjp_0055160	62.4	71.5	0.995098	T265_07277	18.6	22.9	0.901961	csin104961	9.2	11.3	0.901961					32.23	31.77					FBpp0079870	11.3	16.3	0.794118	ENSMUSP00000102853.1	11.5	16.2	0.735294	ENSP00000315587.4	12.6	17.6	TRUE	0.735294				FALSE
MS3_11420						Smp_161710.1	19.8	20.8	1	Sjp_0087040	26.8	33.7	0.983333													9.90	4.64																					FALSE
MS3_11419	P10083	AST5_DROME	19.7	28.3	0.533762	Smp_142120.1	65.4	70.7	0.987138	Sjp_0035440	42.8	48.9	0.778135	T265_07555	25.4	35.2	0.752412	csin102142	24.8	35.1	0.758842	D915_01952	19.2	29.1	0.562701	0.14	0.00	T15H9.3	7.6	11.5	0.292605	FBpp0070071	19.7	28.3	0.533762	ENSMUSP00000137746.1	10.0	16.5	0.353698	ENSP00000469019.2	11.6	18.2	TRUE	0.389068				FALSE
MS3_11418						Smp_173070.1	7.2	7.9	0.784615	Sjp_0107030	6.6	10.4	0.830769													0.00	0.00																					FALSE
MS3_11417						Smp_179530.1	25.1	31.1	1					T265_03870	12.0	18.4	0.990741	csin102574	2.9	4.8	1	D915_00862	8.7	14.6	0.953704	1.41	0.00																					FALSE
MS3_11416	Q502K3	ANR52_DANRE	7.7	12.9	0.910299	Smp_128950.1	18.7	20.0	1	Sjp_0022590	23.9	26.3	0.9701	T265_08999	5.9	8.8	0.843854	csin100062	5.7	8.9	0.847176	D915_09630	12.8	21.9	0.903654	17.57	11.41	B0350.2f	1.2	1.9	0.850498	FBpp0306185	2.0	3.0	0.827243	ENSMUSP00000138686.1	3.4	5.1	0.900332	ENSP00000280772.1	2.0	2.9	TRUE	0.863787		FBpp0306185	ENSMUSP00000138686.1	FALSE
MS3_11415						Smp_175450.1	3.0	3.4	0.656126	Sjp_0003900	15.5	18.8	0.988142	T265_01932	4.8	7.9	0.897233	csin112716	3.9	6.3	0.897233					0.00	0.15																					FALSE
MS3_11414						Smp_033760.2	35.1	35.8	1	Sjp_0051160	30.2	33.1	1	T265_11497	16.6	23.6	0.90873	csin110260	21.9	29.4	0.972222	D915_08539	19.4	25.8	0.345238	4.00	4.80																					FALSE
MS3_11413						Smp_128890.2	6.9	7.2	1																	41.21	27.27																					FALSE
MS3_11412	P24155	THOP1_RAT	6.8	9.7	0.989474	Smp_029470.1	13.5	13.6	1	Sjp_0015820	13.3	14.4	1	T265_13029	19.7	24.2	1	csin103279	9.6	11.4	1	D915_07096	28.5	35.0	0.947368	0.00	0.00									ENSMUSP00000005057.6	6.6	9.2	1	ENSP00000370372.5	5.8	9.1	TRUE	1				FALSE
MS3_11411	P08418	HSP70_SCHMA	56.0	57.0	1	Smp_106930.1	56.2	57.1	1	Sjp_0044680	42.5	46.5	0.771505	T265_06061	48.2	52.2	1	csin108684	48.5	52.5	1	D915_14595	48.1	53.0	0.994624	24734.43	3246.54	F26D10.3	45.0	51.2	0.994624	FBpp0075503	49.9	58.0	0.989247	ENSMUSP00000015800.9	47.8	52.5	1	ENSP00000372881.4	46.1	51.2	FALSE	0.997312	F26D10.3	FBpp0075503		FALSE
MS3_11410	Q29EQ3	RNO_DROPS	2.0	3.3	0.976959	Smp_137970.1	19.1	20.6	0.958525	Sjp_0130790	13.4	17.2	0.396313	T265_15141	8.0	13.1	0.930876	csin112881	12.9	19.4	0.958525	D915_14972	21.7	30.2	0.903226	17.84	9.23					FBpp0072431	2.1	3.3	0.976959	ENSMUSP00000141499.1	11.2	20.8	0.912442	ENSP00000388015.2	6.8	13.2	TRUE	0.9447		FBpp0072431	ENSMUSP00000141499.1	FALSE
MS3_11409	Q9H4G4	GAPR1_HUMAN	32.6	45.9	0.88	Smp_012350.1	35.9	36.4	0.993333	Sjp_0070310	41.0	44.7	1	T265_13134	21.9	26.5	1	csin101246	24.1	27.9	1	D915_11461	23.7	27.4	1	38.58	11.47	F09B9.5	25.2	35.1	0.88	FBpp0077434	23.8	39.7	0.873333	ENSMUSP00000030202.7	30.8	45.9	0.88	ENSP00000367196.4	32.6	45.9	TRUE	0.88				FALSE
MS3_11408						Smp_075330.1	61.8	70.9	0.964286	Sjp_0071300	31.1	47.5	0.877976									D915_10694	15.3	29.7	0.729167	0.00	0.00																					FALSE
MS3_11407						Smp_140390.1	12.6	13.4	0.964567	Sjp_0051140	20.5	24.1	1	T265_08390	3.3	4.7	0.889764	csin107711	5.2	7.8	0.874016	D915_04602	12.6	20.0	0.767717	0.75	0.56																					FALSE
MS3_11406						Smp_152720.1	74.7	76.8	1	Sjp_0025780	4.8	5.3	1													0.00	1.01																					FALSE
MS3_11405						Smp_169330.1	8.3	8.8	0.983146	Sjp_0065360	9.4	13.2	0.831461	T265_10488	3.0	4.5	0.752809	csin108132	3.4	5.1	0.741573	D915_09654	16.8	24.2	0.634831	16.43	6.85																					FALSE
MS3_11404						Smp_009020.1	46.0	50.1	1																	0.00	0.00																					FALSE
MS3_11403						Smp_173070.1	6.1	7.6	1	Sjp_0055930	9.0	13.5	1													0.00	0.00																					FALSE
MS3_11402						Smp_153550.1	68.4	71.3	0.980769	Sjp_0039320	67.2	69.3	1	T265_05549	42.7	57.3	0.971154	csin107652	38.3	49.6	0.923077	D915_08788	50.9	68.2	1	26.55	17.95																					FALSE
MS3_11401	O60232	SSA27_HUMAN	18.9	27.4	0.871287	Smp_064600.1	51.4	53.6	1	Sjp_0034260	32.9	38.5	0.970297					csin107823	2.2	3.7	0.742574	D915_14527	23.5	32.0	0.930693	86.38	103.63	Y39A1A.3	13.2	18.9	0.831683					ENSMUSP00000025885.4	15.4	21.6	0.722772	ENSP00000312318.3	18.9	27.4	TRUE	0.871287				FALSE
MS3_11400						Smp_189180.1	65.2	77.4	1																	0.00	0.00																					FALSE
MS3_11399	Q9DE07	NBN_CHICK	7.3	11.1	0.826087	Smp_128870.1	28.1	29.1	1	Sjp_0050200	19.3	22.9	0.554348	T265_06122	10.7	15.0	0.918478	csin101254	13.3	18.7	0.913043					46.13	23.14					FBpp0297181	5.4	10.3	0.798913	ENSMUSP00000029879.8	7.1	12.1	0.847826	ENSP00000265433.3	7.0	10.5	TRUE	0.820652		FBpp0297181	ENSMUSP00000029879.8	TRUE
MS3_11398						Smp_156190.1	68.3	75.0	0.816667					T265_09495	3.2	4.0	0.983333	csin110528	3.2	4.0	0.983333					0.00	0.00																					FALSE
MS3_11397	Q5ZKW0	MTU1_CHICK	19.7	24.7	0.779279	Smp_178920.1	49.5	51.1	0.941441	Sjp_0015200	26.0	28.6	0.68018	T265_08850	14.8	18.9	0.959459	csin102907	16.9	20.4	0.918919	D915_11871	50.9	59.5	0.747748	8.99	11.01	B0035.16	20.0	25.6	0.752252	FBpp0070168	19.5	25.9	0.765766	ENSMUSP00000023019.5	19.2	25.4	0.765766	ENSP00000290846.4	19.2	25.4	TRUE	0.765766				TRUE
MS3_11396	O14776	TCRG1_HUMAN	6.2	9.4	0.981481	Smp_142100.1	7.3	7.4	1	Sjp_0094890	46.6	50.2	1	T265_15534	3.3	4.8	0.765432	csin105809	2.1	2.8	0.5	D915_14353	3.5	5.0	0.580247	57.52	40.54	ZK1127.6	13.9	24.2	0.993827	FBpp0292135	5.9	9.1	0.981481	ENSMUSP00000025375.7	6.2	9.4	0.981481	ENSP00000296702.5	6.2	9.4	TRUE	0.981481		FBpp0292135		FALSE
MS3_11395	Q8BRC6	CFA91_MOUSE	7.6	10.4	0.942029	Smp_168010.1	85.5	92.0	1	Sjp_0103480	31.6	38.2	1	T265_10932	8.3	11.0	0.992754	csin112069	11.2	14.1	0.898551	D915_09401	51.4	70.3	0.971014	36.53	6.32					FBpp0080546	4.0	6.4	0.84058	ENSMUSP00000023501.8	7.6	10.4	0.942029	ENSP00000273390.5	7.0	9.2	TRUE	0.826087				FALSE
MS3_11394	P01122	RHO_APLCA	64.2	82.9	0.994792	Smp_104110.1	96.4	97.9	1	Sjp_0090900	59.6	77.7	0.994792	T265_10340	55.8	73.0	1	csin108595	14.5	18.6	1	D915_04109	39.1	50.0	0.671875	44.85	154.63	Y51H4A.3a	61.1	81.9	0.994792	FBpp0086353	62.2	80.8	0.994792	ENSMUSP00000007959.8	61.9	80.4	0.994792	ENSP00000400175.1	61.3	80.4	FALSE	0.994792		FBpp0086353		FALSE
MS3_11393	Q32PW3	TAF2_DANRE	11.1	16.5	0.86921	Smp_128960.1	30.0	30.4	1	Sjp_0022540	29.0	31.2	1	T265_14113	15.3	18.7	0.920981	csin102295	17.3	21.0	0.978202	D915_04416	36.7	46.4	0.980926	19.67	20.23	Y37E11B.4	7.5	12.0	0.73842	FBpp0076090	9.9	15.0	0.852861	ENSMUSP00000043733.7	11.5	17.2	0.945504	ENSP00000367406.2	11.1	17.2	TRUE	0.940054	Y37E11B.4	FBpp0076090		FALSE
MS3_11392						Smp_212180.1	19.4	21.5	0.975758													D915_09246	6.6	12.8	0.945455	1.70	0.00					FBpp0310796	7.8	11.3	0.812121													FALSE
MS3_11391						Smp_183490.1	20.6	24.9	0.362791	Sjp_0034510	67.6	75.0	0.939535	T265_08525	9.9	13.7	0.930233					D915_06009	49.1	64.3	0.906977	0.00	0.00																					FALSE
MS3_11390	Q9VCA9	SPCS3_DROME	45.6	53.9	0.993631	Smp_175420.1	86.0	87.2	1	Sjp_0003920	85.4	94.3	1	T265_12940	58.2	74.1	0.929936	csin100642	35.1	43.8	1					144.94	360.49	K12H4.4	34.1	46.5	0.968153	FBpp0083949	45.6	53.9	0.993631	ENSMUSP00000136527.1	43.6	59.1	0.993631	ENSP00000427463.1	43.6	59.1	FALSE	0.993631	K12H4.4	FBpp0083949		TRUE
MS3_11389	Q5R8R4	C19L1_PONAB	12.0	19.0	0.982759	Smp_152510.1	27.1	29.8	1	Sjp_0003780	20.2	21.7	0.936782	T265_03278	19.6	25.0	0.982759	csin112715	28.8	36.8	0.982759	D915_12887	52.6	60.0	0.925287	36.17	20.11	F17A9.2	11.8	17.3	0.936782	FBpp0308563	12.6	21.4	0.908046	ENSMUSP00000026218.5	11.5	19.1	0.982759	ENSP00000326411.6	11.8	19.0	TRUE	0.982759				FALSE
MS3_11388						Smp_161800.1	27.5	28.7	0.995349	Sjp_0077520	17.3	20.3	0.948837	T265_10940	8.6	13.0	0.772093	csin109405	8.4	12.7	0.8					1.48	0.29																					FALSE
MS3_11387						Smp_014290.1	87.3	96.2	1	Sjp_0110450	73.4	88.6	0.987342									D915_05983	24.8	35.4	0.886076	65.17	43.94																					FALSE
MS3_11386	Q5EAJ7	MVP_STRPU	13.0	15.6	1	Smp_006740.1	17.2	17.5	1	Sjp_0044460	17.3	17.5	1	T265_09197	10.4	14.0	1	csin109352	11.1	15.4	1	D915_13791	43.5	46.9	1	500.51	279.22									ENSMUSP00000127250.2	12.2	15.1	1	ENSP00000349977.5	11.5	14.4	TRUE	1				FALSE
MS3_11385						Smp_193620.1	55.1	57.0	0.810127	Sjp_0090960	31.9	36.2	1													7.01	0.00																					FALSE
MS3_11384						Smp_191400.1	17.2	32.0	0.779221																	2.18	1.01																					FALSE
MS3_11383	P11442	CLH1_RAT	11.9	14.3	0.992958	Smp_154420.1	19.3	19.7	0.992958	Sjp_0040760	18.3	20.7	0.816901	T265_10825	19.9	22.1	1	csin103471	25.4	28.2	1					184.42	127.49	T20G5.1	10.9	13.7	0.992958	FBpp0073966	12.0	13.9	0.992958	ENSMUSP00000050220.9	11.9	14.2	0.992958	ENSP00000269122.3	11.9	14.3	TRUE	0.992958	T20G5.1	FBpp0073966		FALSE
MS3_11382	B1WC86	MPPE1_RAT	7.5	12.8	0.941748	Smp_164840.1	14.4	16.5	0.970874	Sjp_0062260	2.5	3.1	0.990291	T265_09389	2.0	3.3	1	csin110095	6.1	10.7	0.970874	D915_12606	18.0	30.8	0.970874	0.00	0.00					FBpp0079208	8.1	12.9	0.864078	ENSMUSP00000072808.3	7.4	12.2	0.941748							FBpp0079208		FALSE
MS3_11381						Smp_070200.1	35.7	36.4	1	Sjp_0076680	2.9	3.5	0.436548													164.02	174.19																					FALSE
MS3_11380						Smp_128770.1	9.4	9.6	0.858491	Sjp_0070290	8.6	9.8	0.962264	T265_13396	5.3	6.8	0.858491	csin107789	5.3	6.9	0.858491	D915_09976	23.3	28.6	0.943396	47.60	12.55																					FALSE
